# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=2124536
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.9
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=/Users/cwrs/Documents/GitHub/cct-monitoring-private/models/gam-brms_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,sds_1_1,zs_2_1.1,zs_2_1.2,zs_2_1.3,zs_2_1.4,zs_2_1.5,zs_2_1.6,zs_2_1.7,zs_2_1.8,sds_2_1,zs_3_1.1,zs_3_1.2,zs_3_1.3,zs_3_1.4,zs_3_1.5,zs_3_1.6,zs_3_1.7,zs_3_1.8,sds_3_1,zs_4_1.1,zs_4_1.2,zs_4_1.3,zs_4_1.4,zs_4_1.5,zs_4_1.6,zs_4_1.7,zs_4_1.8,sds_4_1,zs_5_1.1,zs_5_1.2,zs_5_1.3,zs_5_1.4,zs_5_1.5,zs_5_1.6,zs_5_1.7,zs_5_1.8,sds_5_1,zs_6_1.1,zs_6_1.2,zs_6_1.3,zs_6_1.4,zs_6_1.5,zs_6_1.6,zs_6_1.7,zs_6_1.8,sds_6_1,zs_7_1.1,zs_7_1.2,zs_7_1.3,zs_7_1.4,zs_7_1.5,zs_7_1.6,zs_7_1.7,zs_7_1.8,sds_7_1,zs_8_1.1,zs_8_1.2,zs_8_1.3,zs_8_1.4,zs_8_1.5,zs_8_1.6,zs_8_1.7,zs_8_1.8,sds_8_1,zs_9_1.1,zs_9_1.2,zs_9_1.3,zs_9_1.4,zs_9_1.5,zs_9_1.6,zs_9_1.7,zs_9_1.8,sds_9_1,zs_10_1.1,zs_10_1.2,zs_10_1.3,zs_10_1.4,zs_10_1.5,zs_10_1.6,zs_10_1.7,zs_10_1.8,sds_10_1,zs_11_1.1,zs_11_1.2,zs_11_1.3,zs_11_1.4,zs_11_1.5,zs_11_1.6,zs_11_1.7,zs_11_1.8,sds_11_1,zs_12_1.1,zs_12_1.2,zs_12_1.3,zs_12_1.4,zs_12_1.5,zs_12_1.6,zs_12_1.7,zs_12_1.8,sds_12_1,zs_13_1.1,zs_13_1.2,zs_13_1.3,zs_13_1.4,zs_13_1.5,zs_13_1.6,zs_13_1.7,zs_13_1.8,sds_13_1,zs_14_1.1,zs_14_1.2,zs_14_1.3,zs_14_1.4,zs_14_1.5,zs_14_1.6,zs_14_1.7,zs_14_1.8,sds_14_1,zs_15_1.1,zs_15_1.2,zs_15_1.3,zs_15_1.4,zs_15_1.5,zs_15_1.6,zs_15_1.7,zs_15_1.8,sds_15_1,zs_16_1.1,zs_16_1.2,zs_16_1.3,zs_16_1.4,zs_16_1.5,zs_16_1.6,zs_16_1.7,zs_16_1.8,sds_16_1,ar.1,sigma,nu,sd_1.1,z_1.1.1,z_1.1.2,z_1.1.3,z_1.1.4,z_1.1.5,z_1.1.6,z_1.1.7,z_1.1.8,z_1.1.9,z_1.1.10,z_1.1.11,z_1.1.12,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_2_1.1,s_2_1.2,s_2_1.3,s_2_1.4,s_2_1.5,s_2_1.6,s_2_1.7,s_2_1.8,s_3_1.1,s_3_1.2,s_3_1.3,s_3_1.4,s_3_1.5,s_3_1.6,s_3_1.7,s_3_1.8,s_4_1.1,s_4_1.2,s_4_1.3,s_4_1.4,s_4_1.5,s_4_1.6,s_4_1.7,s_4_1.8,s_5_1.1,s_5_1.2,s_5_1.3,s_5_1.4,s_5_1.5,s_5_1.6,s_5_1.7,s_5_1.8,s_6_1.1,s_6_1.2,s_6_1.3,s_6_1.4,s_6_1.5,s_6_1.6,s_6_1.7,s_6_1.8,s_7_1.1,s_7_1.2,s_7_1.3,s_7_1.4,s_7_1.5,s_7_1.6,s_7_1.7,s_7_1.8,s_8_1.1,s_8_1.2,s_8_1.3,s_8_1.4,s_8_1.5,s_8_1.6,s_8_1.7,s_8_1.8,s_9_1.1,s_9_1.2,s_9_1.3,s_9_1.4,s_9_1.5,s_9_1.6,s_9_1.7,s_9_1.8,s_10_1.1,s_10_1.2,s_10_1.3,s_10_1.4,s_10_1.5,s_10_1.6,s_10_1.7,s_10_1.8,s_11_1.1,s_11_1.2,s_11_1.3,s_11_1.4,s_11_1.5,s_11_1.6,s_11_1.7,s_11_1.8,s_12_1.1,s_12_1.2,s_12_1.3,s_12_1.4,s_12_1.5,s_12_1.6,s_12_1.7,s_12_1.8,s_13_1.1,s_13_1.2,s_13_1.3,s_13_1.4,s_13_1.5,s_13_1.6,s_13_1.7,s_13_1.8,s_14_1.1,s_14_1.2,s_14_1.3,s_14_1.4,s_14_1.5,s_14_1.6,s_14_1.7,s_14_1.8,s_15_1.1,s_15_1.2,s_15_1.3,s_15_1.4,s_15_1.5,s_15_1.6,s_15_1.7,s_15_1.8,s_16_1.1,s_16_1.2,s_16_1.3,s_16_1.4,s_16_1.5,s_16_1.6,s_16_1.7,s_16_1.8,r_1_1.1,r_1_1.2,r_1_1.3,r_1_1.4,r_1_1.5,r_1_1.6,r_1_1.7,r_1_1.8,r_1_1.9,r_1_1.10,r_1_1.11,r_1_1.12,lprior,b_Intercept
# Adaptation terminated
# Step size = 0.0227674
# Diagonal elements of inverse mass matrix:
# 0.017336, 3.39752, 0.742737, 0.70597, 0.558019, 0.694755, 0.737622, 0.578513, 0.351658, 0.468341, 0.329106, 0.405071, 0.491221, 0.315428, 0.503755, 0.812461, 0.762935, 0.638383, 0.574353, 0.528328, 0.425004, 0.55635, 0.53685, 0.608191, 1.08524, 0.532884, 0.336333, 0.42437, 0.361778, 0.368272, 0.441098, 0.425405, 0.425816, 0.314988, 0.683972, 0.775494, 0.671587, 0.71252, 0.857933, 0.827394, 0.762959, 1.07406, 1.08248, 0.603761, 0.10915, 0.342903, 0.328584, 0.386466, 0.422662, 0.513622, 0.54552, 0.181577, 0.599158, 0.522823, 0.744766, 0.673158, 0.681398, 0.925498, 0.899056, 0.71228, 0.704021, 0.61346, 0.49088, 0.609633, 0.593142, 0.606745, 0.722967, 0.857487, 0.882917, 0.816098, 0.50131, 0.0902468, 0.365252, 0.389081, 0.399918, 0.429183, 0.685038, 0.696746, 0.165996, 0.705952, 0.370225, 0.85894, 0.568995, 0.819825, 0.780208, 0.86462, 0.841971, 0.703149, 0.956495, 0.672979, 0.901261, 0.849485, 0.912134, 0.855557, 0.987828, 0.899965, 2.11436, 0.751199, 0.614217, 0.891142, 0.751593, 0.822962, 0.685219, 0.977902, 1.01947, 1.28079, 0.74013, 0.567171, 0.772281, 0.751441, 0.841679, 0.796607, 0.872516, 0.922397, 1.20689, 0.687609, 0.41944, 0.615478, 0.704644, 0.696584, 0.679796, 0.653635, 0.758115, 1.3251, 0.805441, 0.594711, 0.870054, 0.843416, 0.944511, 0.865392, 0.978102, 0.884228, 1.04886, 0.247634, 0.0926071, 0.279281, 0.339139, 0.658646, 0.368696, 0.479425, 0.537213, 0.177706, 1.78242, 0.00685744, 0.0830132, 0.0876352, 0.150751, 0.223367, 0.132849, 0.137861, 0.151399, 0.171888, 0.117429, 0.183921, 0.251505, 0.452004, 0.204511, 0.255391
-770.48,0.942047,0.0227674,8,255,0,847.642,4.14279,-0.578724,-1.8772,-1.73745,-0.11953,1.58291,0.717182,1.26466,0.356494,-0.853027,-0.648437,0.276311,-0.439242,-0.283045,-1.68291,1.61373,-0.239911,0.686807,1.10277,0.346446,-0.0208582,-1.39903,-1.60707,-1.82833,0.553137,0.395506,1.15363,-1.39292,0.145736,-0.706245,1.11284,0.0705634,0.93534,0.968678,-1.12834,-0.713996,0.333124,-0.293376,0.593393,0.508714,-0.347399,-0.553836,0.314307,-1.28417,-0.446629,-0.0384358,-0.555526,-1.63895,-1.54901,-0.00517406,0.105193,1.0778,0.650714,-0.0652748,-0.364697,-0.339232,1.11208,-3.34674,-2.07825,-0.402645,0.183636,1.48723,-0.715826,-0.994783,-0.687779,0.79123,-1.41882,-1.33036,-1.4864,0.86356,-1.50689,0.0698881,0.28602,-2.14462,-1.0195,0.494971,0.384766,-1.45795,0.507097,-0.264519,-0.171613,1.01326,0.591251,0.998344,0.606867,0.83114,0.152484,0.0933002,0.096892,-0.499751,-0.377761,0.412162,0.179527,0.715602,-0.750792,0.428637,0.00406611,-0.896343,-0.416056,-0.474591,1.37167,-0.341462,2.55465,1.62407,-0.30943,0.331937,1.09793,-0.258851,-0.446965,0.952979,1.93151,-0.553856,-0.978094,-2.01677,0.0991608,0.566402,-0.870435,-1.46562,0.681363,-1.17916,-0.273329,0.146531,-0.265813,0.236022,-0.302342,1.67854,0.990789,0.0484847,1.12672,1.15079,-1.18361,-0.408194,0.020876,-0.0539136,0.0788608,-0.0382106,-0.0711454,0.638791,0.192336,0.738064,-0.559102,4.07554,0.00199307,0.407501,1.81582,0.366938,0.0430638,-1.20957,0.0427771,0.646221,-0.553412,0.220777,-0.331149,0.846265,1.05263,-3.54424,-0.91716,0.619322,-1.34629,-1.24607,-0.0857247,1.13523,2.04083,0.575286,-1.37656,-1.0464,0.445892,-0.708819,-0.456759,-2.71577,-0.132704,0.379899,0.609981,0.191632,-0.0115374,-0.773855,-0.888929,-1.01132,0.383118,1.11749,-1.3493,0.141171,-0.684124,1.07798,0.0683532,0.906043,-0.354646,-0.224414,0.104703,-0.0922103,0.186508,0.159893,-0.10919,-0.174075,-1.38408,-0.481377,-0.0414261,-0.598747,-1.76647,-1.66952,-0.0055766,0.113377,0.119495,-0.0119868,-0.0669716,-0.0622952,0.204218,-0.614582,-0.381641,-0.07394,1.28431,-0.618159,-0.859055,-0.593939,0.683275,-1.22524,-1.14885,-1.28359,-0.764138,0.0354401,0.14504,-1.08753,-0.516986,0.250999,0.195114,-0.73932,-0.0246797,-0.0160116,0.0945372,0.0551639,0.0931457,0.0566208,0.0775455,0.0142268,0.000393973,-0.00203204,-0.00153602,0.0016759,0.000729975,0.00290972,-0.0030528,0.00174289,-0.29753,-0.138104,-0.157535,0.455308,-0.113344,0.847985,0.539089,-0.102711,0.108872,-0.0256678,-0.0443214,0.0944981,0.19153,-0.0549208,-0.0969885,-0.199985,0.133683,-0.205442,-0.345919,0.160817,-0.278307,-0.0645118,0.0345846,-0.0627377,-0.00631169,0.0350412,0.0206837,0.00101216,0.0235213,0.0240238,-0.0247091,-0.00852145,-0.219727,0.3214,-0.155729,-0.289956,2.60342,0.783871,3.00801,-2.27864,0.0158017,-0.443837,0.0156965,0.237123,-0.203068,0.0810113,-0.121511,0.310527,0.38625,-1.30052,-0.336541,0.227253,-33.5626,4.14279
-775.608,0.554372,0.0227674,8,255,0,858.025,4.15177,-1.32752,-2.04116,-1.56417,0.161823,1.54109,0.967844,1.50962,0.384467,-0.532603,-0.638088,0.278689,-0.923884,-0.320931,-1.86897,1.36203,-0.666417,0.494008,1.62032,0.407658,-0.132157,-0.717745,-1.30421,-1.75787,0.581443,0.189574,0.999579,-1.27551,-0.203418,-0.434535,0.806259,0.489353,0.591349,1.00696,-0.747999,-1.05865,0.749933,0.245564,0.922814,0.346868,-0.503409,0.0171108,0.289765,-1.17859,-0.391737,-0.0105755,-0.604181,-1.75032,-0.927369,-0.638947,0.182248,0.66362,0.667001,-0.350558,-1.27647,-0.112022,0.787313,-2.50219,-1.45044,-0.393075,0.219673,1.61471,-0.872049,-1.24575,-0.46728,0.750281,-1.35359,-1.70654,-0.881678,0.888295,-1.34025,0.149695,-0.541532,-2.33034,-0.959552,0.292176,0.308333,-1.70095,0.294677,-0.367662,-0.304091,0.988668,0.258134,0.531818,-0.0846595,0.68105,0.712947,0.109673,-0.482184,-0.206201,-0.458386,0.720188,0.67842,0.65561,-0.746673,0.309809,0.0234608,0.295496,-0.629788,-0.421259,1.73684,-1.03106,1.68066,1.23773,0.132062,0.417384,0.679614,-0.452561,-0.137447,0.632819,1.53329,-0.0116456,-0.225223,-2.15435,0.214916,1.3011,-1.42047,-0.88933,-0.257796,-1.07745,-0.316599,0.292554,-0.108751,0.158295,-1.15244,1.85526,0.466546,0.854583,1.4569,1.46777,-1.74518,-1.02779,0.0110548,0.0572286,0.100285,0.0120564,0.189936,0.774474,0.220082,0.617723,-0.680741,3.96093,0.00241863,0.426795,1.824,0.298837,0.00286872,-0.996523,-0.14784,0.984513,-0.404989,0.107527,-0.200634,1.06883,0.538366,-4.31188,-1.10969,0.341592,-1.97553,-1.51388,0.156619,1.49153,2.05615,0.523656,-0.725423,-0.869097,0.379583,-1.25836,-0.437118,-2.54559,-0.387484,0.287237,0.942123,0.23703,-0.0768417,-0.417328,-0.758324,-1.0221,0.190893,1.00653,-1.28439,-0.204833,-0.437558,0.811868,0.492758,0.595464,-0.216744,-0.306761,0.217305,0.0711558,0.267399,0.10051,-0.14587,0.0049581,-0.782139,-0.259965,-0.0070181,-0.400947,-1.16155,-0.615421,-0.424018,0.120944,0.146522,-0.0770083,-0.280405,-0.0246082,0.172952,-0.549663,-0.318623,-0.0863479,1.43434,-0.774637,-1.10659,-0.415083,0.666471,-1.20239,-1.51591,-0.78319,-0.394941,0.0441118,-0.159577,-0.686698,-0.282758,0.0860978,0.0908586,-0.501233,-0.0403226,-0.0333506,0.10843,0.0283104,0.0583261,-0.00928487,0.0746928,0.0781911,-0.0113124,-0.00483762,-0.0107541,0.0168962,0.0159162,0.0153811,-0.0175175,0.00726836,0.123335,-0.262864,-0.175827,0.724929,-0.430349,0.701481,0.51661,0.0551208,0.14606,-0.0972626,-0.0295395,0.136003,0.329528,-0.00250282,-0.048404,-0.463004,0.205958,-0.224853,-0.140777,-0.0408078,-0.170555,-0.0501162,0.0463099,-0.0172148,-0.0127399,0.0205095,0.00515756,0.00944722,0.0161057,0.0162259,-0.0192926,-0.011362,0.226679,0.397222,0.0477547,0.752324,3.06764,0.87173,2.44676,-2.69637,0.000857279,-0.297798,-0.04418,0.294209,-0.121026,0.032133,-0.0599567,0.319407,0.160884,-1.28855,-0.331615,0.10208,-33.5472,4.15177
-774.05,0.964322,0.0227674,8,255,0,853.655,3.84699,-3.70122,1.65178,-0.869366,0.0193627,0.840173,0.226289,-1.03916,-0.834629,0.92689,0.548412,-0.181453,-0.0518715,-2.26175,-2.00281,0.390546,-0.986449,-0.206292,0.91285,0.563575,-0.0589147,-0.331863,-0.0830337,-1.66422,0.419507,-0.243607,0.30291,-1.42681,0.312916,-0.227425,1.2669,1.04334,0.168445,0.830967,0.871582,2.15851,0.423345,0.420563,-0.0537457,-0.44959,-0.298236,-2.59436,0.0412424,-0.142212,-0.134029,-0.993885,-1.06381,-0.693806,-1.29562,0.214634,-1.00687,1.29801,-0.454296,0.401184,1.20156,-0.344445,-0.123099,0.190647,1.77113,0.51444,0.325685,-1.36668,-1.36498,0.638127,0.764768,1.77878,0.970938,1.14323,-0.385134,0.422174,-1.15601,0.0457218,0.619364,-0.735858,-0.283368,0.710571,-1.06281,-1.14786,1.01523,1.60126,0.18329,0.49218,-0.20899,-2.18484,-0.486196,0.24929,-2.14272,0.213142,-0.213564,0.0143107,-0.761468,-1.32086,-0.227356,-1.34176,-1.89784,0.433884,0.411222,-0.979491,-0.195498,-0.39789,-0.174262,1.18038,-1.21991,-0.863664,-0.651103,0.140372,-0.289519,1.40978,0.196365,-0.585727,0.657193,0.10873,0.0327698,-0.638361,0.30799,0.704937,-0.780253,1.19008,0.57948,0.736322,0.120855,0.140942,0.560524,0.38224,-1.17998,-1.33086,-1.00738,1.55774,0.147063,0.0325035,0.981818,-1.97031,0.0274665,-1.59474,1.30476,1.0942,-1.24823,1.51035,-0.656476,1.26503,-0.759364,0.967065,0.00539557,0.314496,1.69248,0.35672,0.570703,-0.254837,0.144595,0.988622,0.18044,1.77527,1.0011,1.91133,1.39155,-2.37712,0.709145,0.884632,0.373779,-0.196728,0.00438157,0.190121,-0.405839,-0.325961,0.361993,0.21418,-0.0708658,-0.0202582,-0.883317,-0.782189,-0.413822,-0.0865409,0.382947,0.236424,-0.0247151,-0.139219,-0.0348332,-0.698151,-0.202429,0.251708,-1.18563,0.260023,-0.188982,1.05275,0.866981,0.139972,0.0359461,0.0890222,0.0174598,0.017345,-0.0022166,-0.0185422,-0.0123,-0.106998,-0.184591,-0.173971,-1.29007,-1.38083,-0.900564,-1.68172,0.278597,-1.30693,-0.147957,0.13066,0.391331,-0.11218,-0.0400915,0.0620907,0.576831,0.167545,-0.576977,-0.576262,0.269401,0.322865,0.750955,0.409905,0.482644,-0.162594,-1.17361,0.046418,0.628795,-0.747063,-0.287683,0.72139,-1.07899,-1.16534,0.341296,0.0390667,0.104904,-0.0445444,-0.465679,-0.103628,0.053134,-0.456702,-0.0878221,0.00588487,-0.313132,-0.543168,-0.093494,-0.551763,-0.780433,0.178423,-0.137493,-0.0274423,-0.0558524,-0.0244614,0.165691,-0.17124,-0.121234,-0.0913963,-0.0891689,0.434198,0.0604783,-0.180398,0.202409,0.0334877,0.0100928,-0.196609,0.269455,-0.298244,0.454895,0.2215,0.281452,0.0461955,0.0538738,0.214254,-0.0324099,-0.0365541,-0.0276692,0.0427856,0.00403932,0.000892758,0.0269671,-0.0541176,-1.54222,1.26179,1.05817,-1.20712,1.46061,-0.634855,1.22337,-0.734354,0.203581,-0.0909055,0.0515798,0.352661,0.0643666,0.633274,0.35711,0.681807,0.496394,-0.847966,0.252966,0.315566,-33.258,3.84699
-768.893,0.998284,0.0227674,8,255,0,862.291,4.16557,-1.30664,0.031588,-1.23172,-0.348201,-0.496786,3.70677,1.46318,-0.335209,-1.1592,-0.967076,0.453463,-1.15345,0.551306,-2.24885,1.12911,-0.746659,-0.38571,-0.861468,-0.315186,-0.40925,0.144726,-1.30367,0.471585,0.0065475,0.692362,0.397303,-2.14657,-0.0311877,-0.126381,1.41268,0.597851,0.0448946,0.971978,-0.5514,-0.171385,-0.312923,0.460066,0.944932,0.906709,-0.137669,1.39988,0.00123801,-1.74708,-0.160342,-0.226991,-1.25892,-2.24418,-0.664545,-0.758154,-0.950482,0.766559,1.0675,0.82446,0.756833,0.0700513,-1.72196,-0.488354,1.04817,-1.4001,0.335312,0.566478,-1.00091,-1.58403,0.731928,1.08341,-0.761111,-0.842274,-1.34612,0.323902,-0.475678,-0.0940357,0.0769103,-0.76969,-0.24128,-0.239308,-1.29238,-0.594232,1.31377,-0.271418,0.839925,1.83144,0.977351,-0.95023,-1.12709,0.561205,0.165186,0.0920493,-1.22397,-0.714395,0.96685,0.910374,-0.62543,-0.603438,-0.811242,0.60319,0.477778,-1.54372,-0.656278,1.1271,0.342385,0.391527,0.512409,-0.173971,-0.230569,0.233974,1.2334,0.0420982,0.0281987,0.502382,0.586392,-0.588606,0.0965643,-0.599582,0.304755,0.159355,-0.701075,-0.197175,0.896126,0.00269905,0.593381,-1.3775,0.461685,0.293846,-0.225731,1.03446,-1.20937,-0.244861,-2.30984,-0.857584,0.44393,-0.646667,0.248492,0.49046,0.179378,-0.0883476,0.346391,0.60685,0.188365,1.19879,-0.822041,1.32661,0.0118988,0.423643,1.87073,0.405341,0.145016,-0.898659,-0.063039,0.432114,-0.166539,0.386756,-0.483393,0.426237,0.686588,-2.71522,-0.726154,0.341982,0.11709,-4.56569,-1.2907,-1.84147,1.65209,-0.378487,-1.30886,-1.09193,0.512008,-1.30237,0.622483,-2.53919,-0.00488875,-0.00252544,-0.00564046,-0.00206368,-0.00267957,0.000947593,-0.00853577,0.0030877,0.67296,0.38617,-2.08642,-0.0303137,-0.12284,1.3731,0.581098,0.0436366,-0.000682639,-0.000212176,-0.000387401,0.000569566,0.00116983,0.00112251,-0.000170435,0.00173306,-1.33924,-0.122911,-0.174002,-0.965036,-1.72029,-0.509412,-0.58117,-0.7286,0.357946,0.276451,0.253775,0.023489,-0.577394,-0.163751,0.351462,-0.469469,0.183483,-0.324195,-0.513071,0.237073,0.350918,-0.246526,-0.272814,-0.436012,-0.624929,-0.123541,0.101042,-1.01119,-0.316986,-0.314395,-1.69789,-0.780681,-0.0249838,0.0773145,0.168583,0.0899644,-0.087468,-0.103748,0.0516586,0.0152053,-0.584785,-0.341322,0.461939,0.434956,-0.298816,-0.288309,-0.387593,0.288191,-0.361191,-0.153552,0.263712,0.0801092,0.0916072,0.11989,-0.0407047,-0.0539473,0.375885,0.0128296,0.00859368,0.153103,0.178706,-0.17938,0.0294284,-0.182725,0.0468259,-0.206008,-0.0579391,0.263323,0.000793105,0.174363,-0.404773,0.135665,-0.0560924,0.257056,-0.300518,-0.0608459,-0.573978,-0.213103,0.110313,-0.160692,0.65065,0.237965,-0.117203,0.459527,0.805054,0.249888,1.59034,-1.09053,0.0587808,-0.364263,-0.0255523,0.175153,-0.067505,0.156768,-0.195939,0.172771,0.278302,-1.10059,-0.29434,0.138619,-33.4574,4.16557
-773.059,0.999574,0.0227674,8,255,0,865.498,4.1922,-2.02587,-0.111845,-1.47727,-0.20827,-0.39875,2.27867,0.492318,-1.72232,-0.300493,0.0584425,0.755709,0.206827,-1.87727,-1.43112,0.258948,0.89524,0.0217337,0.268356,1.3988,-0.371385,1.06918,2.19483,-1.15957,0.0145768,0.43894,0.543534,-1.89766,-0.115634,-0.328426,1.16324,0.442212,0.745893,0.818346,0.557199,0.394538,0.587068,-0.701629,-1.0062,-1.16411,0.56624,-1.53447,0.0783902,-1.10883,0.244627,-0.3422,-1.24871,0.379923,-0.741463,1.10744,-1.9276,0.462164,-0.594396,2.06736,-0.696495,0.137196,2.58302,1.91451,-0.923341,1.81707,0.23608,0.170136,-0.855263,0.980168,0.45893,-0.923397,-0.612609,0.489299,1.68384,0.229859,-1.32234,0.125924,0.260377,-0.352369,-0.360165,0.0729176,-1.68365,-1.03197,0.870043,1.9863,0.685464,0.529355,0.832382,0.30673,1.2347,-0.550435,-0.536217,0.275282,0.406248,0.442826,-0.853493,-1.69163,0.438926,0.291933,0.644573,-0.730103,0.0188393,0.673863,-0.188292,-0.624057,-0.875258,-0.179581,-0.551143,-0.872686,-1.32945,0.657049,-0.36104,1.33171,-1.24889,-1.99553,-1.33583,1.02647,-0.455741,-0.289489,0.179048,-0.432229,0.859614,-0.0712742,-0.468561,0.706955,0.232624,0.819392,0.158889,0.297953,1.08998,-0.46488,0.686808,0.0779534,1.42101,1.4167,0.000694393,0.586569,0.208033,-0.294279,0.49153,0.17983,-0.91823,2.3702,0.0751579,1.18565,-0.783111,1.17802,0.00382798,0.371567,1.81492,0.64615,-0.0667993,-0.974008,-0.687277,0.0507065,-0.264014,0.306706,-0.231184,0.453886,0.282948,-2.22331,-0.229857,-0.04968,-0.254858,-3.36621,-0.474579,-0.90862,0.127485,-0.445991,-0.077812,0.0151336,0.195689,0.0535575,-0.486114,-0.370586,0.0130497,0.000316808,0.00391176,0.02039,-0.00541361,0.0155853,0.0319936,-0.0169028,0.359205,0.444799,-1.55294,-0.0946285,-0.268766,0.951933,0.361883,0.610399,0.043679,0.0309279,0.0460203,-0.0550009,-0.0788759,-0.0912545,0.0443877,-0.120288,-0.512459,0.113058,-0.158152,-0.577108,0.175587,-0.342677,0.511819,-0.890867,-0.140325,0.488063,-0.164429,0.0323892,0.6098,0.451978,-0.217983,0.428974,0.0391074,-0.19659,0.225301,0.105489,-0.212251,-0.140814,0.11247,0.387045,-1.15049,0.109559,0.226539,-0.306576,-0.313359,0.0634414,-1.46485,-0.897856,0.546794,0.188696,0.145722,0.22914,0.0844375,0.339891,-0.151525,-0.147611,0.00765342,0.00834252,-0.0160792,-0.0318691,0.00826905,0.0054998,0.0121433,-0.0137546,0.442761,-0.123717,-0.410037,-0.575088,-0.117994,-0.362128,-0.573398,-0.873514,-0.0646434,0.238439,-0.223611,-0.357295,-0.239177,0.183788,-0.0815992,-0.0518322,-0.128784,0.256125,-0.0212364,-0.139609,0.210639,0.0693112,0.244141,0.0473416,0.22675,-0.0967102,0.142878,0.0162168,0.295616,0.29472,0.000144456,0.122025,-0.346667,0.579032,0.211844,-1.08169,2.79214,0.0885375,1.39672,-0.92252,-0.0431624,-0.629355,-0.444084,0.032764,-0.170593,0.198178,-0.14938,0.293278,0.182827,-1.43659,-0.148522,-0.0321007,-32.8572,4.1922
-780.747,0.91063,0.0227674,8,255,0,850.918,3.93457,-2.55289,-1.11464,-1.30045,-0.14395,-0.130598,0.970505,-0.286527,-0.614636,0.0596349,-0.683877,0.468164,-0.857076,1.31731,-1.88812,0.347339,-0.365813,-0.353018,1.50829,-1.38237,0.245987,-1.58819,-2.22391,-1.32612,0.214065,-0.703871,1.09582,-1.58476,-0.336433,-0.746101,1.33303,1.204,0.226579,0.697152,-0.0646703,-0.91157,-0.613568,1.77345,1.5017,1.17396,0.744413,-0.78253,0.206905,-1.46068,-0.218574,-0.382765,0.0160164,-0.245472,-0.599426,-1.20683,-1.92926,0.974505,2.43205,1.49512,-1.48161,1.08513,-0.266544,2.22473,-0.618109,-0.502322,0.176886,1.27436,-1.70183,0.203291,1.26302,0.678093,-0.946947,-2.08362,-1.10096,0.407921,-1.80487,-0.0407739,0.38238,-0.272736,-0.368566,0.185744,-0.755644,-0.870489,1.27979,1.75755,0.530612,0.509152,0.557516,-0.127837,-0.484962,1.14994,-2.11869,0.379963,0.630665,1.0126,-1.05191,-1.81856,0.0534358,-0.2589,0.108275,-0.129801,0.0762038,-0.713021,-0.341407,0.0646663,0.922513,-0.504378,-1.27248,-0.160841,-1.42471,0.418773,2.20509,-0.698439,-1.02316,-0.0389892,-0.481257,-1.99358,0.411186,0.344928,0.191285,0.655367,-2.00297,-0.484242,1.68387,-0.949872,0.406133,-0.471969,-0.843443,0.257748,-0.476943,-0.0902161,0.167146,0.0228645,-0.290754,-1.91141,-1.17804,-1.80606,0.584747,-0.749732,0.541001,0.0808355,0.0152666,-0.260437,-0.450418,0.830856,-1.83514,1.82211,0.00699252,0.396568,2.16743,0.404354,0.613742,-0.470795,-0.02641,0.918553,0.359138,1.2619,0.802778,1.05893,0.972533,-2.19414,-0.512603,0.0151026,-1.08176,-1.26209,-0.139704,-0.126746,-0.0995221,-0.213487,0.0207135,-0.237537,0.162612,-0.297696,0.457554,-0.655819,-0.0783077,-0.0755687,0.322871,-0.295917,0.0526572,-0.339974,-0.47606,-0.283875,-0.490705,0.76395,-1.10482,-0.234545,-0.520145,0.929325,0.839368,0.15796,-0.0133806,-0.188609,-0.126951,0.366937,0.310711,0.242899,0.154023,-0.16191,-1.42344,-0.213001,-0.373007,0.0156081,-0.239214,-0.584143,-1.17606,-1.88008,0.430195,0.264465,-0.262076,0.191945,-0.0471478,0.393522,-0.109335,-0.0888536,0.519839,-0.694213,0.0829267,0.515211,0.276608,-0.386279,-0.849952,-0.449103,-2.30986,-0.0521822,0.489366,-0.349045,-0.471688,0.237713,-0.967068,-1.11404,0.667805,0.201613,0.193459,0.211836,-0.0485735,-0.184268,0.436936,-0.805026,0.048059,0.0771641,-0.0801598,-0.138581,0.00407201,-0.0197292,0.00825095,-0.00989133,-0.298594,-0.142972,0.0270805,0.386324,-0.21122,-0.532881,-0.0673561,-0.59663,0.421801,-0.133601,-0.195715,-0.00745805,-0.0920573,-0.381342,0.0786537,0.0659795,0.16892,-0.516261,-0.124813,0.434015,-0.244828,0.10468,-0.121649,-0.217396,-0.278891,-0.0527536,0.0977381,0.0133699,-0.170018,-1.11769,-0.688854,-1.05609,-1.36609,0.985762,0.147291,0.0278174,-0.474545,-0.820711,1.51391,-3.34382,0.248169,-0.190368,-0.010679,0.371421,0.145219,0.510256,0.324607,0.428183,0.393248,-0.887211,-0.207273,0.00610682,-32.8459,3.93457
